Device name,OS,OS version,Compliance state,Last check-in,Ownership,Management name,Primary user
BU3-PWCCRM051,Windows,10.0.22631,Compliant,2026-06-23T10:59:44.458Z,Corporate,BU3-PWCCRM051_Windows,bu3\user722
BU2-SWCEXC027,Windows,10.0.19045,Noncompliant,2026-06-23T15:40:37.993Z,Corporate,BU2-SWCEXC027_Windows,bu2\user446
BU1-PWCIDM025,Windows,10.0.22631,Compliant,2026-06-25T00:10:04.629Z,Corporate,BU1-PWCIDM025_Windows,bu1\user296
BU2-PWCIIS059,Windows,10.0.19045,Compliant,2026-06-23T10:40:32.232Z,Corporate,BU2-PWCIIS059_Windows,bu2\user116
BU1-SWCFIL058,Windows,10.0.19045,Compliant,2026-06-24T22:44:40.043Z,Corporate,BU1-SWCFIL058_Windows,bu1\user612
BU2-DLCNGX001,Linux,10.0.19045,Compliant,2026-06-24T17:54:14.092Z,Corporate,BU2-DLCNGX001_Linux,bu2\user51
BU2-DWCRDP007,Windows,10.0.19045,Compliant,2026-06-23T23:49:10.622Z,Corporate,BU2-DWCRDP007_Windows,bu2\user677
BU2-PWCDNS103,Windows,10.0.19045,Compliant,2026-06-24T17:17:04.660Z,Corporate,BU2-PWCDNS103_Windows,bu2\user144
BU5-SWCDNS041,Windows,10.0.19045,Compliant,2026-06-25T00:28:50.942Z,Corporate,BU5-SWCDNS041_Windows,bu5\user581
BU2-PWCSAP018,Windows,10.0.19045,Compliant,2026-06-23T18:41:44.180Z,Corporate,BU2-PWCSAP018_Windows,bu2\user795
BU2-SWCERP005,Windows,10.0.19045,Compliant,2026-06-25T04:34:46.638Z,Corporate,BU2-SWCERP005_Windows,bu2\user746
BU1-PWCDNS149,Windows,10.0.22631,Compliant,2026-02-25T10:37:42.980Z,Corporate,BU1-PWCDNS149_Windows,bu1\user96
BU4-PWCEXC109,Windows,10.0.19045,Compliant,2026-06-24T20:43:12.436Z,Corporate,BU4-PWCEXC109_Windows,bu4\user568
BU2-SWCCRM011,Windows,10.0.22631,Compliant,2026-06-24T23:08:20.864Z,Corporate,BU2-SWCCRM011_Windows,bu2\user866
BU1-PWCPRT055,Windows,10.0.19045,Compliant,2026-06-24T17:40:28.594Z,Corporate,BU1-PWCPRT055_Windows,bu1\user393
BU2-DWCIDM009,Windows,10.0.19045,Compliant,2026-06-25T04:29:14.762Z,Corporate,BU2-DWCIDM009_Windows,bu2\user82
BU5-SWCWEB019,Windows,10.0.19045,Compliant,2026-06-23T19:44:22.493Z,Corporate,BU5-SWCWEB019_Windows,bu5\user872
BU3-PWCWEB028,Windows,10.0.19045,Compliant,2026-06-24T23:47:37.143Z,Corporate,BU3-PWCWEB028_Windows,bu3\user749
BU3-DWCERP003,Windows,10.0.19045,Compliant,2026-06-23T23:12:55.722Z,Corporate,BU3-DWCERP003_Windows,bu3\user50
BU4-SLCMON019,Linux,10.0.19045,Compliant,2026-06-24T07:57:31.572Z,Corporate,BU4-SLCMON019_Linux,bu4\user401
BU4-PWCERP126,Windows,10.0.22631,Compliant,2026-06-24T23:35:06.358Z,Corporate,BU4-PWCERP126_Windows,bu4\user15
BU4-SWCPRT040,Windows,10.0.19045,Compliant,2026-06-24T14:30:55.314Z,Corporate,BU4-SWCPRT040_Windows,bu4\user349
BU2-PWCEXC084,Windows,10.0.19045,Compliant,2026-06-23T19:54:12.665Z,Corporate,BU2-PWCEXC084_Windows,bu2\user387
BU4-PWCADC085,Windows,10.0.19045,Compliant,2026-06-23T15:20:29.301Z,Corporate,BU4-PWCADC085_Windows,bu4\user228
BU2-PWCADC030,Windows,10.0.19045,Compliant,2026-06-23T13:17:13.454Z,Corporate,BU2-PWCADC030_Windows,bu2\user751
BU1-PWCFIL062,Windows,10.0.19045,Compliant,2026-06-24T19:07:14.507Z,Corporate,BU1-PWCFIL062_Windows,bu1\user213
BU1-PWCEXC151,Windows,10.0.19045,Noncompliant,2026-06-23T11:57:07.972Z,Corporate,BU1-PWCEXC151_Windows,bu1\user726
BU1-DWCAPP004,Windows,10.0.19045,Compliant,2026-06-23T11:39:41.725Z,Corporate,BU1-DWCAPP004_Windows,bu1\user31
BU1-DLCAPI006,Linux,10.0.19045,Compliant,2026-06-24T10:08:22.088Z,Corporate,BU1-DLCAPI006_Linux,bu1\user371
BU2-PWCIIS048,Windows,10.0.19045,Compliant,2026-06-23T15:30:09.235Z,Corporate,BU2-PWCIIS048_Windows,bu2\user631
BU2-PWCCRM084,Windows,10.0.22631,Compliant,2026-06-25T02:36:08.218Z,Corporate,BU2-PWCCRM084_Windows,bu2\user676
BU2-PWCWEB011,Windows,10.0.19045,Compliant,2026-06-24T21:37:56.434Z,Corporate,BU2-PWCWEB011_Windows,bu2\user254
BU5-SLCMON011,Linux,10.0.19045,Compliant,2026-06-24T18:20:39.050Z,Corporate,BU5-SLCMON011_Linux,bu5\user225
BU4-DWCSAP006,Windows,10.0.19045,Compliant,2026-06-24T09:43:46.870Z,Corporate,BU4-DWCSAP006_Windows,bu4\user341
BU3-PWCRDP049,Windows,10.0.22631,Compliant,2026-06-25T02:23:11.169Z,Corporate,BU3-PWCRDP049_Windows,bu3\user382
BU2-PLCBAK050,Linux,10.0.19045,Compliant,2026-06-24T17:07:51.490Z,Corporate,BU2-PLCBAK050_Linux,bu2\user293
BU1-PWCDNS040,Windows,10.0.22631,Compliant,2026-06-25T01:16:33.388Z,Corporate,BU1-PWCDNS040_Windows,bu1\user371
BU1-PLCJMP051,Linux,10.0.19045,Compliant,2026-06-25T01:17:02.310Z,Corporate,BU1-PLCJMP051_Linux,bu1\user215
BU1-PWCPRT015,Windows,10.0.19045,Compliant,2026-06-24T14:30:20.625Z,Corporate,BU1-PWCPRT015_Windows,bu1\user320
BU5-SWCCRM001,Windows,10.0.22631,Compliant,2026-06-23T15:28:57.389Z,Corporate,BU5-SWCCRM001_Windows,bu5\user707
BU2-SWCWEB043,Windows,10.0.19045,Compliant,2026-06-23T18:55:31.162Z,Corporate,BU2-SWCWEB043_Windows,bu2\user860
BU1-PWCSQL031,Windows,10.0.19045,Compliant,2026-06-25T04:30:14.767Z,Corporate,BU1-PWCSQL031_Windows,bu1\user65
BU5-PWCWEB075,Windows,10.0.19045,Compliant,2026-06-25T01:26:21.263Z,Corporate,BU5-PWCWEB075_Windows,bu5\user555
BU3-PLCELK002,Linux,10.0.19045,Compliant,2026-06-23T23:38:54.682Z,Corporate,BU3-PLCELK002_Linux,bu3\user384
BU3-SWCSHP017,Windows,10.0.19045,Compliant,2026-06-23T22:51:16.005Z,Corporate,BU3-SWCSHP017_Windows,bu3\user129
BU1-PWCCRM071,Windows,10.0.19045,Compliant,2026-06-24T06:12:19.844Z,Corporate,BU1-PWCCRM071_Windows,bu1\user422
BU1-PWCRDP054,Windows,10.0.22631,Compliant,2026-06-23T16:59:32.923Z,Corporate,BU1-PWCRDP054_Windows,bu1\user155
BU1-SLCNGX001,Linux,10.0.19045,Compliant,2026-06-23T17:04:30.337Z,Corporate,BU1-SLCNGX001_Linux,bu1\user388
BU3-PWCDNS007,Windows,10.0.19045,Compliant,2026-06-23T08:47:45.136Z,Corporate,BU3-PWCDNS007_Windows,bu3\user251
BU3-PLCJMP007,Linux,10.0.19045,Compliant,2026-06-24T11:44:29.318Z,Corporate,BU3-PLCJMP007_Linux,bu3\user280
BU5-SWCRDP002,Windows,10.0.22631,Compliant,2026-06-24T22:33:37.692Z,Corporate,BU5-SWCRDP002_Windows,bu5\user562
BU4-PWCIDM032,Windows,10.0.19045,Compliant,2026-06-25T01:37:25.480Z,Corporate,BU4-PWCIDM032_Windows,bu4\user210
BU1-DLCNGX019,Linux,10.0.19045,Compliant,2026-06-24T02:09:27.874Z,Corporate,BU1-DLCNGX019_Linux,bu1\user325
BU4-PLCELK030,Linux,10.0.19045,Compliant,2026-06-23T17:17:18.219Z,Corporate,BU4-PLCELK030_Linux,bu4\user319
BU5-PWCIIS012,Windows,10.0.22631,Compliant,2026-06-24T10:45:05.978Z,Corporate,BU5-PWCIIS012_Windows,bu5\user361
BU2-SWCADC017,Windows,10.0.19045,Noncompliant,2026-06-24T12:10:02.076Z,Corporate,BU2-SWCADC017_Windows,bu2\user316
BU5-PLCWEB024,Linux,10.0.19045,Noncompliant,2026-06-23T09:03:09.996Z,Corporate,BU5-PLCWEB024_Linux,bu5\user2
BU1-PWCDNS102,Windows,10.0.22631,Compliant,2026-06-25T04:42:54.843Z,Corporate,BU1-PWCDNS102_Windows,bu1\user152
BU3-SWCSHP019,Windows,10.0.19045,Compliant,2026-06-23T20:25:58.884Z,Corporate,BU3-SWCSHP019_Windows,bu3\user110
BU4-DWCIDM008,Windows,10.0.19045,Compliant,2026-06-24T23:49:11.324Z,Corporate,BU4-DWCIDM008_Windows,bu4\user520
BU5-PWCIDM029,Windows,10.0.19045,Compliant,2026-06-23T23:18:53.759Z,Corporate,BU5-PWCIDM029_Windows,bu5\user200
BU5-PWCRDP003,Windows,10.0.22631,Compliant,2026-06-24T14:57:58.461Z,Corporate,BU5-PWCRDP003_Windows,bu5\user214
BU2-PWCWEB041,Windows,10.0.19045,Noncompliant,2026-04-07T09:57:39.163Z,Corporate,BU2-PWCWEB041_Windows,bu2\user641
BU1-PLCLOG031,Linux,10.0.19045,Compliant,2026-06-24T00:13:16.920Z,Corporate,BU1-PLCLOG031_Linux,bu1\user863
BU1-PWCDNS117,Windows,10.0.22631,Compliant,2026-06-23T13:32:15.686Z,Corporate,BU1-PWCDNS117_Windows,bu1\user387
BU2-SWCSHP007,Windows,10.0.22631,Compliant,2026-06-23T21:43:00.913Z,Corporate,BU2-SWCSHP007_Windows,bu2\user42
BU5-SWCWEB008,Windows,10.0.19045,Compliant,2026-06-25T02:03:21.102Z,Corporate,BU5-SWCWEB008_Windows,bu5\user526
BU2-PLCDKR035,Linux,10.0.19045,Compliant,2026-06-25T04:21:35.705Z,Corporate,BU2-PLCDKR035_Linux,bu2\user483
BU4-SLCMON015,Linux,10.0.19045,Compliant,2026-06-25T01:42:23.655Z,Corporate,BU4-SLCMON015_Linux,bu4\user516
BU5-PWCDNS069,Windows,10.0.19045,Noncompliant,2026-06-23T22:22:24.669Z,Corporate,BU5-PWCDNS069_Windows,bu5\user46
BU2-PWCIIS070,Windows,10.0.19045,Compliant,2026-06-23T15:32:13.351Z,Corporate,BU2-PWCIIS070_Windows,bu2\user425
BU2-DWCIDM003,Windows,10.0.19045,Compliant,2026-06-24T23:25:59.198Z,Corporate,BU2-DWCIDM003_Windows,bu2\user615
BU1-DWCPRT029,Windows,10.0.19045,Compliant,2026-06-24T22:00:42.007Z,Corporate,BU1-DWCPRT029_Windows,bu1\user165
BU2-PWCPRT067,Windows,10.0.19045,Compliant,2026-06-24T17:52:50.913Z,Corporate,BU2-PWCPRT067_Windows,bu2\user2
BU5-PWCFIL017,Windows,10.0.22631,Compliant,2026-06-23T07:30:22.389Z,Corporate,BU5-PWCFIL017_Windows,bu5\user28
BU1-PWCADC101,Windows,10.0.19045,Compliant,2026-06-24T09:01:29.461Z,Corporate,BU1-PWCADC101_Windows,bu1\user636
BU1-SWCSQL053,Windows,10.0.22631,Compliant,2026-06-24T17:53:48.674Z,Corporate,BU1-SWCSQL053_Windows,bu1\user768
BU2-SWCFIL014,Windows,10.0.19045,Noncompliant,2026-06-24T04:53:26.110Z,Corporate,BU2-SWCFIL014_Windows,bu2\user306
BU3-PWCADC049,Windows,10.0.19045,Compliant,2026-06-23T14:52:50.398Z,Corporate,BU3-PWCADC049_Windows,bu3\user41
BU4-SLCELK009,Linux,10.0.19045,Compliant,2026-06-24T01:34:06.469Z,Corporate,BU4-SLCELK009_Linux,bu4\user193
BU5-PWCCRM051,Windows,10.0.19045,Compliant,2026-06-24T11:52:24.443Z,Corporate,BU5-PWCCRM051_Windows,bu5\user393
BU2-PWCPRT022,Windows,10.0.19045,Compliant,2026-06-24T07:14:22.315Z,Corporate,BU2-PWCPRT022_Windows,bu2\user253
BU3-PWCSHP007,Windows,10.0.19045,Compliant,2026-06-24T11:58:02.355Z,Corporate,BU3-PWCSHP007_Windows,bu3\user215
BU2-PWCRDP102,Windows,10.0.22631,Compliant,2026-06-23T13:18:02.275Z,Personal,BU2-PWCRDP102_Windows,bu2\user844
BU3-DWCSHP010,Windows,10.0.19045,Compliant,2026-06-23T19:30:32.071Z,Corporate,BU3-DWCSHP010_Windows,bu3\user562
BU2-PWCFIL009,Windows,10.0.19045,Compliant,2026-06-24T06:05:46.489Z,Corporate,BU2-PWCFIL009_Windows,bu2\user471
BU2-PWCERP049,Windows,10.0.19045,Compliant,2026-06-25T01:25:46.214Z,Corporate,BU2-PWCERP049_Windows,bu2\user627
BU1-SWCAPP027,Windows,10.0.19045,Compliant,2026-06-23T13:07:58.085Z,Corporate,BU1-SWCAPP027_Windows,bu1\user796
BU2-DWCSHP020,Windows,10.0.19045,Compliant,2026-06-25T01:10:32.034Z,Corporate,BU2-DWCSHP020_Windows,bu2\user610
BU1-SWCERP058,Windows,10.0.19045,Compliant,2026-06-23T19:12:02.527Z,Corporate,BU1-SWCERP058_Windows,bu1\user780
BU4-PWCSQL101,Windows,10.0.19045,Compliant,2026-06-24T22:56:12.347Z,Corporate,BU4-PWCSQL101_Windows,bu4\user782
BU1-PWCPRT078,Windows,10.0.19045,Compliant,2026-06-25T05:34:24.789Z,Corporate,BU1-PWCPRT078_Windows,bu1\user734
BU3-DWCFIL010,Windows,10.0.22631,Compliant,2026-06-24T21:37:47.241Z,Corporate,BU3-DWCFIL010_Windows,bu3\user129
BU2-SWCWEB022,Windows,10.0.19045,Compliant,2026-02-28T02:20:35.573Z,Corporate,BU2-SWCWEB022_Windows,bu2\user445
BU3-DWCSAP004,Windows,10.0.19045,Compliant,2026-06-23T19:42:01.223Z,Corporate,BU3-DWCSAP004_Windows,bu3\user766
BU4-PWCCRM054,Windows,10.0.22631,Noncompliant,2026-06-23T07:56:00.685Z,Corporate,BU4-PWCCRM054_Windows,bu4\user685
BU1-PWCSAP023,Windows,10.0.19045,Compliant,2026-06-25T06:04:45.175Z,Corporate,BU1-PWCSAP023_Windows,bu1\user379
BU3-SWCIIS006,Windows,10.0.19045,Compliant,2026-06-25T06:04:05.166Z,Corporate,BU3-SWCIIS006_Windows,bu3\user888
BU2-PWCERP054,Windows,10.0.19045,Compliant,2026-06-23T19:51:56.544Z,Corporate,BU2-PWCERP054_Windows,bu2\user896
BU2-SWCWEB010,Windows,10.0.19045,Noncompliant,2026-06-23T23:57:22.763Z,Corporate,BU2-SWCWEB010_Windows,bu2\user164
BU2-PWCPRT044,Windows,10.0.19045,Compliant,2026-06-23T21:12:47.736Z,Corporate,BU2-PWCPRT044_Windows,bu2\user178
BU5-PWCCRM056,Windows,10.0.19045,Compliant,2026-06-24T17:45:58.699Z,Corporate,BU5-PWCCRM056_Windows,bu5\user370
BU5-PLCPRX015,Linux,10.0.19045,Compliant,2026-06-24T02:03:32.164Z,Corporate,BU5-PLCPRX015_Linux,bu5\user115
BU1-SLCORA017,Linux,10.0.19045,Compliant,2026-06-23T14:07:44.836Z,Corporate,BU1-SLCORA017_Linux,bu1\user46
BU1-SWCSQL002,Windows,10.0.22631,Compliant,2026-06-24T19:52:28.968Z,Corporate,BU1-SWCSQL002_Windows,bu1\user853
BU4-PWCPRT147,Windows,10.0.19045,Compliant,2026-03-07T09:56:38.576Z,Corporate,BU4-PWCPRT147_Windows,bu4\user130
BU2-SWCIIS022,Windows,10.0.19045,Compliant,2026-06-24T13:32:58.800Z,Corporate,BU2-SWCIIS022_Windows,bu2\user280
BU1-PWCRDP083,Windows,10.0.22631,Compliant,2026-06-23T11:41:56.116Z,Corporate,BU1-PWCRDP083_Windows,bu1\user804
BU2-PWCIDM075,Windows,10.0.22631,Compliant,2026-06-24T18:37:32.374Z,Corporate,BU2-PWCIDM075_Windows,bu2\user263
BU4-PWCIDM126,Windows,10.0.19045,Compliant,2026-06-25T06:00:32.030Z,Corporate,BU4-PWCIDM126_Windows,bu4\user342
BU2-PWCEXC023,Windows,10.0.19045,Compliant,2026-06-24T01:57:05.741Z,Corporate,BU2-PWCEXC023_Windows,bu2\user767
BU4-PWCFIL010,Windows,10.0.22631,Noncompliant,2026-06-23T13:01:04.130Z,Corporate,BU4-PWCFIL010_Windows,bu4\user186
BU2-PWCAPP043,Windows,10.0.22631,Compliant,2026-06-24T20:09:28.760Z,Corporate,BU2-PWCAPP043_Windows,bu2\user781
BU2-SWCADC010,Windows,10.0.19045,Compliant,2026-06-24T15:58:12.507Z,Corporate,BU2-SWCADC010_Windows,bu2\user562
BU3-PLCAPP019,Linux,10.0.19045,Compliant,2026-06-23T08:20:44.146Z,Corporate,BU3-PLCAPP019_Linux,bu3\user579
BU1-DWCWEB007,Windows,10.0.19045,Compliant,2026-06-25T01:21:03.652Z,Corporate,BU1-DWCWEB007_Windows,bu1\user10
BU1-PWCERP134,Windows,10.0.19045,Compliant,2026-06-23T10:14:17.000Z,Corporate,BU1-PWCERP134_Windows,bu1\user612
BU4-PWCEXC054,Windows,10.0.19045,Compliant,2026-06-23T15:44:09.097Z,Corporate,BU4-PWCEXC054_Windows,bu4\user534
BU1-SLCELK035,Linux,10.0.19045,Compliant,2026-06-23T17:14:13.299Z,Corporate,BU1-SLCELK035_Linux,bu1\user123
BU1-PWCDNS113,Windows,10.0.22631,Compliant,2026-06-23T07:30:39.342Z,Corporate,BU1-PWCDNS113_Windows,bu1\user885
BU1-DWCCRM004,Windows,10.0.19045,Compliant,2026-05-04T21:50:53.588Z,Corporate,BU1-DWCCRM004_Windows,bu1\user379
BU4-DWCIDM028,Windows,10.0.19045,Compliant,2026-06-23T11:01:14.828Z,Corporate,BU4-DWCIDM028_Windows,bu4\user146
BU2-PWCIDM089,Windows,10.0.22631,Compliant,2026-06-23T08:02:51.172Z,Personal,BU2-PWCIDM089_Windows,bu2\user615
BU5-DWCSHP005,Windows,10.0.19045,Compliant,2026-06-24T13:23:41.999Z,Corporate,BU5-DWCSHP005_Windows,bu5\user32
BU4-PWCCRM028,Windows,10.0.22631,Compliant,2026-06-24T09:35:07.369Z,Corporate,BU4-PWCCRM028_Windows,bu4\user239
BU3-PWCIIS052,Windows,10.0.19045,Compliant,2026-06-24T05:54:38.442Z,Corporate,BU3-PWCIIS052_Windows,bu3\user64
BU5-DWCWEB005,Windows,10.0.19045,Compliant,2026-06-24T19:35:21.451Z,Corporate,BU5-DWCWEB005_Windows,bu5\user2
BU3-SWCSAP031,Windows,10.0.19045,Compliant,2026-06-23T11:00:19.210Z,Corporate,BU3-SWCSAP031_Windows,bu3\user168
BU4-PWCPRT045,Windows,10.0.19045,Noncompliant,2026-06-24T11:52:48.853Z,Corporate,BU4-PWCPRT045_Windows,bu4\user498
BU1-PWCAPP166,Windows,10.0.22631,Compliant,2026-06-24T23:45:01.433Z,Corporate,BU1-PWCAPP166_Windows,bu1\user677
BU3-PWCAPP010,Windows,10.0.22631,Compliant,2026-06-23T08:02:51.110Z,Corporate,BU3-PWCAPP010_Windows,bu3\user851
BU2-PWCDNS105,Windows,10.0.19045,Compliant,2026-06-23T18:54:32.969Z,Corporate,BU2-PWCDNS105_Windows,bu2\user575
BU1-SWCPRT059,Windows,10.0.22631,Compliant,2026-06-24T23:42:34.498Z,Corporate,BU1-SWCPRT059_Windows,bu1\user615
BU3-PWCWEB021,Windows,10.0.19045,Noncompliant,2026-06-23T11:35:45.600Z,Corporate,BU3-PWCWEB021_Windows,bu3\user369
BU2-SWCIIS005,Windows,10.0.19045,Compliant,2026-06-24T18:22:37.779Z,Corporate,BU2-SWCIIS005_Windows,bu2\user139
BU2-PWCFIL030,Windows,10.0.19045,Noncompliant,2026-04-20T13:10:14.954Z,Corporate,BU2-PWCFIL030_Windows,bu2\user582
BU5-PWCFIL066,Windows,10.0.22631,Compliant,2026-06-23T07:24:06.698Z,Corporate,BU5-PWCFIL066_Windows,bu5\user529
BU1-SWCRDP001,Windows,10.0.22631,Compliant,2026-06-23T12:27:21.005Z,Corporate,BU1-SWCRDP001_Windows,bu1\user451
BU1-PWCRDP039,Windows,10.0.22631,Compliant,2026-04-11T02:44:10.410Z,Personal,BU1-PWCRDP039_Windows,bu1\user170
BU5-PWCSHP072,Windows,10.0.19045,Compliant,2026-06-24T02:55:22.313Z,Corporate,BU5-PWCSHP072_Windows,bu5\user746
BU2-PLCAPP009,Linux,10.0.19045,Compliant,2026-06-24T02:09:27.874Z,Corporate,BU2-PLCAPP009_Linux,bu2\user325
BU2-PWCIDM003,Windows,10.0.22631,Compliant,2026-06-23T17:17:18.219Z,Corporate,BU2-PWCIDM003_Windows,bu2\user614
BU1-PLCBAK030,Linux,10.0.19045,Compliant,2026-06-23T11:08:46.428Z,Corporate,BU1-PLCBAK030_Linux,bu1\user497
BU3-DWCDNS003,Windows,10.0.19045,Compliant,2026-06-23T16:53:30.045Z,Corporate,BU3-DWCDNS003_Windows,bu3\user611
BU1-PWCSHP032,Windows,10.0.19045,Compliant,2026-06-25T03:10:09.595Z,Corporate,BU1-PWCSHP032_Windows,bu1\user725
BU1-PWCERP102,Windows,10.0.19045,Compliant,2026-06-23T23:14:58.267Z,Corporate,BU1-PWCERP102_Windows,bu1\user413
BU5-SWCSHP021,Windows,10.0.19045,Compliant,2026-06-25T06:15:56.550Z,Corporate,BU5-SWCSHP021_Windows,bu5\user599
BU2-DWCSQL020,Windows,10.0.19045,Compliant,2026-06-24T22:26:52.044Z,Corporate,BU2-DWCSQL020_Windows,bu2\user841
BU3-PWCSAP044,Windows,10.0.19045,Compliant,2026-06-24T10:50:40.718Z,Corporate,BU3-PWCSAP044_Windows,bu3\user711
BU3-SLCAPP002,Linux,10.0.19045,Compliant,2026-06-24T12:22:40.627Z,Corporate,BU3-SLCAPP002_Linux,bu3\user83
BU1-SWCEXC004,Windows,10.0.22631,Compliant,2026-06-23T10:39:04.028Z,Corporate,BU1-SWCEXC004_Windows,bu1\user86
BU1-PWCSHP140,Windows,10.0.19045,Compliant,2026-05-09T20:09:56.964Z,Corporate,BU1-PWCSHP140_Windows,bu1\user547
BU5-PWCIDM086,Windows,10.0.19045,Compliant,2026-06-23T08:43:46.061Z,Corporate,BU5-PWCIDM086_Windows,bu5\user79
BU4-PWCEXC042,Windows,10.0.19045,Compliant,2026-06-24T15:19:22.586Z,Corporate,BU4-PWCEXC042_Windows,bu4\user852
BU3-DWCSQL010,Windows,10.0.22631,Compliant,2026-06-25T00:15:41.740Z,Corporate,BU3-DWCSQL010_Windows,bu3\user193
BU2-PWCAPP065,Windows,10.0.22631,Compliant,2026-06-24T22:05:56.210Z,Corporate,BU2-PWCAPP065_Windows,bu2\user174
BU3-PWCPRT053,Windows,10.0.22631,Compliant,2026-06-24T15:40:59.810Z,Corporate,BU3-PWCPRT053_Windows,bu3\user288
BU2-PWCEXC053,Windows,10.0.19045,Compliant,2026-06-23T11:32:04.611Z,Corporate,BU2-PWCEXC053_Windows,bu2\user865
BU5-DWCADC017,Windows,10.0.19045,Compliant,2026-06-24T07:41:39.450Z,Corporate,BU5-DWCADC017_Windows,bu5\user160
BU4-PWCRDP100,Windows,10.0.19045,Noncompliant,2026-06-23T22:22:24.670Z,Corporate,BU4-PWCRDP100_Windows,bu4\user46
BU4-PWCAPP049,Windows,10.0.22631,Noncompliant,2026-06-23T14:01:56.667Z,Corporate,BU4-PWCAPP049_Windows,bu4\user707
BU1-PWCCRM097,Windows,10.0.19045,Noncompliant,2026-06-24T15:52:11.504Z,Corporate,BU1-PWCCRM097_Windows,bu1\user497
BU1-DWCWEB012,Windows,10.0.19045,Compliant,2026-06-24T21:37:54.787Z,Corporate,BU1-DWCWEB012_Windows,bu1\user201
BU3-PWCSQL046,Windows,10.0.19045,Compliant,2026-06-25T03:57:06.868Z,Corporate,BU3-PWCSQL046_Windows,bu3\user106
BU5-PWCIIS071,Windows,10.0.22631,Compliant,2026-06-23T19:00:38.650Z,Corporate,BU5-PWCIIS071_Windows,bu5\user24
BU5-PWCAPP094,Windows,10.0.19045,Noncompliant,2026-06-23T12:44:09.489Z,Corporate,BU5-PWCAPP094_Windows,bu5\user873
BU1-SWCSAP014,Windows,10.0.19045,Noncompliant,2026-03-29T08:55:36.348Z,Corporate,BU1-SWCSAP014_Windows,bu1\user46
BU3-PWCCRM013,Windows,10.0.22631,Compliant,2026-05-11T11:52:24.273Z,Corporate,BU3-PWCCRM013_Windows,bu3\user534
BU1-PWCEXC048,Windows,10.0.19045,Noncompliant,2026-06-24T02:39:28.054Z,Corporate,BU1-PWCEXC048_Windows,bu1\user719
BU4-PWCIDM101,Windows,10.0.19045,Compliant,2026-02-28T03:57:11.000Z,Corporate,BU4-PWCIDM101_Windows,bu4\user422
BU4-PWCSQL089,Windows,10.0.19045,Compliant,2026-06-24T04:27:44.063Z,Corporate,BU4-PWCSQL089_Windows,bu4\user18
BU1-DWCFIL015,Windows,10.0.19045,Compliant,2026-06-24T18:07:47.563Z,Corporate,BU1-DWCFIL015_Windows,bu1\user404
BU5-DWCEXC009,Windows,10.0.19045,Compliant,2026-06-25T06:02:23.000Z,Corporate,BU5-DWCEXC009_Windows,bu5\user424
BU5-SWCPRT022,Windows,10.0.19045,Compliant,2026-06-24T03:48:40.721Z,Corporate,BU5-SWCPRT022_Windows,bu5\user622
BU1-PWCIDM034,Windows,10.0.22631,Compliant,2026-06-24T21:48:30.993Z,Corporate,BU1-PWCIDM034_Windows,bu1\user398
BU5-PWCERP006,Windows,10.0.19045,Compliant,2026-06-24T00:45:47.660Z,Corporate,BU5-PWCERP006_Windows,bu5\user715
BU1-PWCWEB051,Windows,10.0.22631,Noncompliant,2026-06-24T00:29:31.956Z,Corporate,BU1-PWCWEB051_Windows,bu1\user497
BU4-PWCPRT010,Windows,10.0.19045,Compliant,2026-06-23T12:02:53.919Z,Corporate,BU4-PWCPRT010_Windows,bu4\user355
BU4-SWCIIS027,Windows,10.0.19045,Compliant,2026-06-23T19:36:49.555Z,Corporate,BU4-SWCIIS027_Windows,bu4\user254
BU1-PWCADC091,Windows,10.0.19045,Compliant,2026-06-23T11:54:23.776Z,Corporate,BU1-PWCADC091_Windows,bu1\user23
BU2-PWCIDM056,Windows,10.0.22631,Compliant,2026-06-24T19:48:59.885Z,Personal,BU2-PWCIDM056_Windows,bu2\user657
BU1-SLCAPI009,Linux,10.0.19045,Compliant,2026-06-24T22:50:31.243Z,Corporate,BU1-SLCAPI009_Linux,bu1\user183
BU4-PWCADC090,Windows,10.0.19045,Compliant,2026-06-24T05:52:13.505Z,Corporate,BU4-PWCADC090_Windows,bu4\user651
BU1-PWCIIS098,Windows,10.0.19045,Compliant,2026-06-25T04:49:03.119Z,Corporate,BU1-PWCIIS098_Windows,bu1\user314
BU1-PWCRDP123,Windows,10.0.22631,Noncompliant,2026-06-23T09:47:39.397Z,Corporate,BU1-PWCRDP123_Windows,bu1\user164
BU5-DLCAPP002,Linux,10.0.19045,Compliant,2026-06-24T00:52:16.334Z,Corporate,BU5-DLCAPP002_Linux,bu5\user280
BU5-PWCSAP058,Windows,10.0.19045,Noncompliant,2026-06-23T23:57:22.764Z,Corporate,BU5-PWCSAP058_Windows,bu5\user164
BU2-SWCEXC011,Windows,10.0.19045,Compliant,2026-06-24T00:27:35.693Z,Corporate,BU2-SWCEXC011_Windows,bu2\user560
BU4-PWCCRM066,Windows,10.0.22631,Noncompliant,2026-06-23T16:56:34.802Z,Corporate,BU4-PWCCRM066_Windows,bu4\user262
BU4-PWCAPP113,Windows,10.0.22631,Compliant,2026-06-24T13:30:43.093Z,Corporate,BU4-PWCAPP113_Windows,bu4\user802
BU4-PWCSHP094,Windows,10.0.19045,Compliant,2026-06-24T22:10:55.477Z,Corporate,BU4-PWCSHP094_Windows,bu4\user380
