Hostname,IP address history,OS version,Sensor version,Manufacturer,Last seen
BU2-DLCAPI007,10.20.11.159,RHEL 8.10,7.30.19813.0,"VMware, Inc.",2026-03-29T23:53:46Z
BU3-DWCIIS002,"10.30.113.145, 10.17.211.86",Windows Server 2025,7.32.19756.0,"VMware, Inc.",2026-06-25T16:16:20Z
BU1-SWCADC059,"10.10.138.42, 10.18.11.235",Windows Server 2022,7.40.20054.0,"VMware, Inc.",2026-06-25T13:30:27Z
BU1-SLCSMT016,10.10.192.70,RHEL 10.0,7.36.20445.0,Dell Inc.,2026-06-24T20:12:47Z
BU2-PWCWEB087,10.20.40.48,Windows Server 2016,7.41.19410.0,"VMware, Inc.",2026-06-26T01:05:27Z
BU5-SWCPRT032,10.50.70.196,Windows Server 2019,7.38.20353.0,Microsoft Corporation,2026-06-24T21:17:16Z
BU3-PWCPRT040,"10.30.14.3, 10.19.216.163",Windows Server 2022,7.30.20393.0,"VMware, Inc.",2026-06-25T21:51:21Z
BU3-SWCSAP016,10.30.95.60,Windows Server 2016,7.30.20642.0,"VMware, Inc.",2026-06-25T15:33:08Z
BU4-PWCEXC019,10.40.212.176,Windows Server 2019,7.30.19602.0,Dell Inc.,2026-06-16T23:56:48Z
BU1-PLCELK063,10.10.177.29,RHEL 9.6,7.31.19768.0,Dell Inc.,2026-06-25T22:25:28Z
BU3-PLCLOG003,"10.30.2.74, 10.13.30.105",RHEL 9.6,7.40.20089.0,"VMware, Inc.",2026-06-14T13:00:52Z
BU1-PWCDNS104,10.10.156.29,Windows Server 2022,7.33.19779.0,"VMware, Inc.",2026-06-25T00:23:18Z
BU3-SLCSMT001.BU3.LOCAL,10.30.95.42,RHEL 10.0,7.35.19691.0,"VMware, Inc.",2026-06-25T15:06:04Z
BU1-PWCFIL053,10.10.205.204,Windows Server 2019,7.36.19341.0,"VMware, Inc.",2026-06-25T09:06:42Z
BU3-PWCWEB015,10.30.58.131,Windows Server 2019,7.40.20301.0,"VMware, Inc.",2026-06-25T07:01:07Z
BU2-DLCJMP013,10.20.3.52,RHEL 9.6,7.39.19816.0,Dell Inc.,2026-06-25T19:46:43Z
BU2-PWCCRM012.BU2.LOCAL,10.20.125.148,Windows Server 2022,7.36.20137.0,Microsoft Corporation,2026-06-25T06:12:14Z
BU4-SLCPGS007,"10.40.244.189, 10.11.17.85",RHEL 10.0,7.38.19236.0,Dell Inc.,2026-06-14T10:54:50Z
BU1-PWCAPP020.BU1.LOCAL,10.10.119.155,Windows Server 2022,7.38.19483.0,"VMware, Inc.",2026-06-25T08:40:58Z
BU4-DLCNGX004,10.40.204.198,RHEL 8.10,7.30.20324.0,"VMware, Inc.",2026-06-25T02:30:21Z
BU1-SWCEXC049,10.10.131.215,Windows Server 2022,7.39.20418.0,"VMware, Inc.",2026-06-25T07:29:43Z
BU3-PWCFIL037,10.30.68.99,Windows Server 2025,7.41.20164.0,"VMware, Inc.",2026-06-24T16:48:44Z
BU1-DWCERP001,10.10.165.243,Windows Server 2016,7.39.19696.0,"VMware, Inc.",2026-06-25T12:21:03Z
BU5-SWCAPP027,"10.50.176.104, 10.20.28.62",Windows Server 2019,7.31.20442.0,"VMware, Inc.",2026-06-25T21:27:47Z
BU3-SWCPRT016,"10.30.46.145, 10.3.235.197",Windows Server 2025,7.40.19252.0,"VMware, Inc.",2026-06-21T19:26:48Z
BU4-SWCWEB032,10.40.106.8,Windows Server 2016,7.41.19615.0,"VMware, Inc.",2026-06-23T00:46:46Z
BU3-SLCMON006,10.30.97.152,RHEL 8.10,7.32.20673.0,Microsoft Corporation,2026-05-19T16:53:17Z
BU1-SWCFIL014,"10.10.204.152, 10.1.63.91",Windows Server 2016,7.35.20300.0,HPE,2026-06-25T07:39:29Z
BU5-PLCELK029,10.50.239.1,RHEL 8.10,7.40.19761.0,"VMware, Inc.",2026-06-25T20:15:13Z
BU2-PWCWEB112,10.20.125.103,Windows Server 2016,7.35.19933.0,Microsoft Corporation,2026-06-20T21:59:09Z
BU5-PWCSAP014.BU5.LOCAL,10.50.52.153,Windows Server 2025,7.41.19330.0,"VMware, Inc.",2026-06-25T20:32:23Z
BU1-SLCBAK024,10.10.57.14,RHEL 9.6,7.30.20303.0,"VMware, Inc.",2026-06-25T07:15:04Z
BU4-PWCSQL130,"10.40.160.197, 10.14.233.182",Windows Server 2019,7.35.19642.0,Microsoft Corporation,2026-06-24T17:31:02Z
BU2-PWCSHP015,10.20.138.247,Windows Server 2016,7.31.19959.0,Microsoft Corporation,2026-06-25T17:15:52Z
BU2-DLCDKR010,10.20.144.131,RHEL 10.0,7.31.19140.0,"VMware, Inc.",2026-06-24T20:07:45Z
BU4-SWCWEB026,10.40.59.8,Windows Server 2016,7.39.20135.0,"VMware, Inc.",2026-06-25T22:49:25Z
BU2-PWCCRM026,10.20.77.40,Windows Server 2022,7.33.20999.0,Dell Inc.,2026-06-25T17:11:04Z
BU1-PLCNGX034,10.10.77.241,RHEL 8.10,7.34.19199.0,Dell Inc.,2026-06-24T23:20:36Z
BU4-PWCADC030.BU4.LOCAL,10.40.98.86,Windows Server 2025,7.35.20575.0,"VMware, Inc.",2026-06-26T01:31:29Z
BU1-SLCPGS028,10.10.169.162,RHEL 10.0,7.39.20202.0,"VMware, Inc.",2026-06-25T11:07:23Z
BU1-PWCWEB073,10.10.138.70,Windows Server 2022,7.30.20241.0,Dell Inc.,2026-06-25T01:41:01Z
BU1-PWCEXC030,10.10.169.212,Windows Server 2025,7.40.20839.0,Microsoft Corporation,2026-06-15T16:06:04Z
BU5-SWCDNS017,10.50.77.159,Windows Server 2016,7.38.19164.0,Dell Inc.,2026-06-17T01:15:55Z
BU4-PWCRDP040,10.40.194.90,Windows Server 2025,7.39.20344.0,Microsoft Corporation,2026-06-25T11:17:35Z
BU5-PLCELK034,10.50.70.67,RHEL 8.10,7.30.19947.0,"VMware, Inc.",2026-05-25T11:58:43Z
BU5-PWCIDM015,10.50.233.129,Windows Server 2019,7.30.20469.0,Microsoft Corporation,2026-06-25T04:38:35Z
BU5-SLCJMP016,10.50.235.176,RHEL 9.6,7.32.19821.0,"VMware, Inc.",2026-06-15T18:08:12Z
BU2-PWCIDM028,10.20.55.131,Windows 11,7.40.20935.0,Microsoft Corporation,2026-06-14T15:32:44Z
BU1-PLCMON058,10.10.214.14,RHEL 8.10,7.39.20669.0,Microsoft Corporation,2026-06-25T17:22:32Z
BU5-PWCERP008,10.50.11.136,Windows Server 2025,7.35.20865.0,"VMware, Inc.",2026-06-24T17:37:24Z
BU5-SWCCRM019,10.50.11.68,Windows 11,7.30.20286.0,Dell Inc.,2026-04-26T16:55:01Z
BU1-PWCPRT004,10.10.25.192,Windows Server 2019,7.32.20919.0,Microsoft Corporation,2026-06-25T22:29:35Z
BU5-DWCRDP002,10.50.36.164,Windows Server 2025,7.36.19295.0,Dell Inc.,2026-06-25T19:17:36Z
BU2-PWCERP100.BU2.LOCAL,10.20.80.2,Windows Server 2016,7.30.19093.0,Microsoft Corporation,2026-06-22T20:05:59Z
BU1-PLCPRX075,10.10.56.208,RHEL 8.10,7.36.19968.0,"VMware, Inc.",2026-06-26T03:30:37Z
BU2-SLCDKR005,10.20.48.57,RHEL 9.6,7.34.19665.0,HPE,2026-06-24T18:59:04Z
BU3-SWCPRT018.BU3.LOCAL,10.30.155.8,Windows Server 2025,7.40.20860.0,Microsoft Corporation,2026-06-24T23:14:22Z
BU5-SWCIDM011.BU5.LOCAL,10.50.111.122,Windows Server 2016,7.32.19675.0,Microsoft Corporation,2026-06-25T01:06:44Z
BU3-PLCAPP018,10.30.81.230,RHEL 10.0,7.32.19887.0,Dell Inc.,2026-06-24T17:10:36Z
BU2-SLCNGX009,10.20.1.155,RHEL 10.0,7.40.19863.0,"VMware, Inc.",2026-06-25T05:03:20Z
BU4-PWCERP038.BU4.LOCAL,10.40.21.148,Windows Server 2022,7.35.20800.0,"VMware, Inc.",2026-06-25T03:03:08Z
BU4-PWCFIL026,"10.40.162.172, 10.8.196.119",Windows Server 2022,7.30.20334.0,"VMware, Inc.",2026-06-26T02:40:05Z
BU1-DLCPGS003,10.10.68.244,RHEL 10.0,7.32.20203.0,"VMware, Inc.",2026-06-25T15:14:58Z
BU2-PLCPGS033,10.20.21.95,RHEL 10.0,7.36.20147.0,Dell Inc.,2026-06-24T21:15:30Z
BU3-PWCIDM027,"10.30.28.45, 10.14.167.190",Windows Server 2016,7.32.20037.0,Microsoft Corporation,2026-06-25T10:17:22Z
BU5-DLCELK008,10.50.216.93,RHEL 9.6,7.33.20249.0,Dell Inc.,2026-06-25T17:59:32Z
BU2-PLCLOG031,"10.20.210.65, 10.19.35.72",RHEL 9.6,7.40.19503.0,"VMware, Inc.",2026-06-24T20:27:56Z
BU5-PWCRDP048,10.50.27.252,Windows Server 2022,7.38.20966.0,"VMware, Inc.",2026-06-24T18:33:53Z
BU1-PWCSAP148,10.10.13.64,Windows Server 2016,7.31.19140.0,Microsoft Corporation,2026-06-25T09:06:52Z
BU5-PWCIDM047,10.50.138.249,Windows Server 2019,7.39.20732.0,Microsoft Corporation,2026-06-25T13:24:53Z
BU2-DWCEXC007.BU2.LOCAL,10.20.118.27,Windows Server 2022,7.34.20982.0,Microsoft Corporation,2026-05-08T22:38:05Z
BU1-DWCAPP038,10.10.9.124,Windows Server 2016,7.34.19810.0,Dell Inc.,2026-06-25T04:27:01Z
BU1-SWCDNS043,10.10.216.252,Windows Server 2025,7.32.20841.0,"VMware, Inc.",2026-06-25T01:01:45Z
BU4-PWCSQL004,10.40.129.231,Windows Server 2019,7.30.20866.0,Dell Inc.,2026-06-25T04:25:31Z
BU1-DWCADC006,10.10.52.208,Windows Server 2025,7.38.20772.0,"VMware, Inc.",2026-06-18T03:09:01Z
BU3-PWCRDP047,10.30.151.220,Windows 11,7.38.19479.0,"VMware, Inc.",2026-06-25T16:36:30Z
BU5-PLCELK027,10.50.114.16,RHEL 8.10,7.33.19704.0,Microsoft Corporation,2026-06-24T16:01:20Z
BU1-DLCPGS020.BU1.LOCAL,"10.10.105.102, 10.17.167.82",RHEL 10.0,7.30.20213.0,"VMware, Inc.",2026-06-26T03:16:53Z
BU1-SWCERP008,10.10.160.14,Windows Server 2016,7.40.20131.0,Dell Inc.,2026-06-22T15:29:50Z
BU5-SWCPRT017,"10.50.76.50, 10.12.92.23",Windows Server 2019,7.31.19756.0,HPE,2026-06-25T11:27:18Z
BU2-PWCFIL084,"10.20.17.44, 10.7.244.71",Windows Server 2016,7.39.19026.0,Microsoft Corporation,2026-06-24T18:30:08Z
BU1-PWCRDP139,10.10.62.201,Windows 11,7.30.20854.0,Microsoft Corporation,2026-06-25T15:58:11Z
BU5-PWCAPP066,"10.50.104.184, 10.1.126.20",Windows Server 2016,7.32.19637.0,"VMware, Inc.",2026-06-25T04:53:04Z
BU3-PWCADC018,10.30.252.1,Windows Server 2019,7.39.20865.0,Microsoft Corporation,2026-06-25T13:08:22Z
BU4-PWCSQL086,10.40.252.51,Windows Server 2019,7.33.19657.0,"VMware, Inc.",2026-06-25T00:21:22Z
BU1-PLCPRX077,10.10.192.179,RHEL 8.10,7.35.20430.0,Microsoft Corporation,2026-06-25T12:06:46Z
BU1-DWCCRM023,"10.10.180.116, 10.17.246.43",Windows Server 2019,7.34.20854.0,HPE,2026-06-25T03:17:54Z
BU3-PWCEXC056.BU3.LOCAL,10.30.239.164,Windows Server 2019,7.33.20070.0,"VMware, Inc.",2026-06-24T22:53:53Z
BU4-PWCIDM007.BU4.LOCAL,10.40.125.169,Windows Server 2016,7.36.20930.0,"VMware, Inc.",2026-06-25T22:29:46Z
BU2-PLCJMP024,10.20.39.223,RHEL 10.0,7.35.19407.0,Dell Inc.,2026-05-05T19:19:36Z
BU1-PLCBAK019,"10.10.114.90, 10.5.157.163",RHEL 9.6,7.32.19287.0,Microsoft Corporation,2026-06-15T14:22:53Z
BU1-PWCDNS036,"10.10.39.72, 10.9.127.220",Windows Server 2022,7.39.19152.0,"VMware, Inc.",2026-06-25T17:43:58Z
BU5-DWCCRM012,10.50.210.156,Windows 11,7.41.20949.0,"VMware, Inc.",2026-06-25T05:23:21Z
BU1-DLCPRX014.BU1.LOCAL,"10.10.233.163, 10.2.120.96",RHEL 9.6,7.40.19474.0,"VMware, Inc.",2026-06-24T21:27:20Z
BU5-PLCAPI043,10.50.107.226,RHEL 10.0,7.38.20849.0,"VMware, Inc.",2026-06-25T08:42:56Z
BU4-SWCERP004,10.40.203.157,Windows Server 2022,7.32.19431.0,"VMware, Inc.",2026-06-26T00:41:29Z
BU1-PWCAPP038,10.10.175.68,Windows Server 2022,7.34.19598.0,Microsoft Corporation,2026-06-25T17:47:05Z
BU2-PWCSHP026,10.20.147.92,Windows Server 2016,7.39.19580.0,Microsoft Corporation,2026-06-25T22:17:38Z
BU5-DWCADC009,"10.50.63.33, 10.4.4.240",Windows Server 2025,7.34.20093.0,HPE,2026-06-25T03:56:54Z
BU1-DWCIIS026,10.10.61.68,Windows Server 2019,7.41.19522.0,Microsoft Corporation,2026-06-25T06:42:02Z
BU4-PWCAPP080.BU4.LOCAL,10.40.188.37,Windows Server 2022,7.38.19662.0,"VMware, Inc.",2026-06-26T03:05:27Z
BU5-DWCWEB004.BU5.LOCAL,10.50.192.113,Windows Server 2025,7.36.19308.0,"VMware, Inc.",2026-06-25T23:08:39Z
BU3-PWCRDP032,10.30.162.253,Windows 11,7.38.19012.0,Microsoft Corporation,2026-06-25T12:44:34Z
BU4-PWCPRT121,10.40.223.167,Windows Server 2025,7.33.19123.0,"VMware, Inc.",2026-06-24T22:35:18Z
BU1-SLCNGX026,10.10.154.51,RHEL 8.10,7.31.19811.0,"VMware, Inc.",2026-06-25T18:34:06Z
BU1-DWCCRM025,10.10.6.68,Windows Server 2019,7.33.20737.0,Dell Inc.,2026-06-25T02:31:06Z
BU3-PLCNGX001,"10.30.102.133, 10.5.241.206",RHEL 9.6,7.33.20404.0,"VMware, Inc.",2026-06-25T02:53:34Z
BU5-PWCAPP004,10.50.58.37,Windows Server 2016,7.38.20035.0,Dell Inc.,2026-06-25T17:55:29Z
BU3-SWCADC004,10.30.63.140,Windows Server 2025,7.32.20713.0,Microsoft Corporation,2026-06-25T01:43:41Z
BU5-PWCAPP088,10.50.120.135,Windows Server 2016,7.36.19965.0,"VMware, Inc.",2026-06-25T10:55:21Z
BU2-PLCPGS032.BU2.LOCAL,10.20.67.136,RHEL 10.0,7.37.20982.0,"VMware, Inc.",2026-06-26T00:07:58Z
BU1-PWCADC079.BU1.LOCAL,10.10.112.214,Windows Server 2019,7.35.20272.0,Dell Inc.,2026-06-25T14:50:49Z
BU5-PWCSQL049,10.50.4.115,Windows Server 2019,7.32.19341.0,"VMware, Inc.",2026-06-25T07:25:19Z
BU2-PWCPRT070,"10.20.127.104, 10.20.210.154",Windows Server 2019,7.37.19973.0,"VMware, Inc.",2026-06-19T18:11:58Z
BU5-SWCIDM024.BU5.LOCAL,"10.50.206.1, 10.19.244.49",Windows Server 2016,7.39.19830.0,"VMware, Inc.",2026-06-25T23:37:22Z
BU4-SWCRDP039,10.40.21.16,Windows Server 2025,7.30.19023.0,"VMware, Inc.",2026-06-24T18:38:38Z
BU5-SWCAPP029,10.50.161.153,Windows Server 2019,7.32.19901.0,HPE,2026-06-14T11:34:17Z
BU1-PLCAPI012,10.10.201.196,RHEL 9.6,7.33.20024.0,Dell Inc.,2026-06-25T06:45:05Z
BU3-PWCSHP015.BU3.LOCAL,10.30.52.226,Windows Server 2019,7.35.19142.0,"VMware, Inc.",2026-06-25T06:59:17Z
BU1-SLCFTP019,10.10.187.154,RHEL 8.10,7.39.20598.0,Microsoft Corporation,2026-06-25T22:07:43Z
BU2-SLCPRX014,10.20.225.113,RHEL 10.0,7.34.19691.0,"VMware, Inc.",2026-06-25T10:34:44Z
BU1-PWCERP068,10.10.96.116,Windows Server 2025,7.32.20768.0,"VMware, Inc.",2026-06-25T23:41:41Z
BU4-PLCWEB036,10.40.135.182,RHEL 9.6,7.30.19813.0,"VMware, Inc.",2026-03-29T23:53:46Z
BU2-PLCMON014,"10.20.142.58, 10.17.211.86",RHEL 10.0,7.32.19756.0,"VMware, Inc.",2026-06-25T16:16:20Z
BU2-PWCADC019,"10.20.155.200, 10.18.11.235",Windows Server 2016,7.40.20054.0,"VMware, Inc.",2026-06-25T13:30:27Z
BU1-PWCDNS030,10.10.119.112,Windows Server 2022,7.36.20445.0,Dell Inc.,2026-06-24T20:12:47Z
BU1-PLCWEB003,10.10.80.27,RHEL 9.6,7.41.19410.0,"VMware, Inc.",2026-06-26T01:05:27Z
BU1-PLCELK027,10.10.55.62,RHEL 9.6,7.38.20353.0,Microsoft Corporation,2026-06-24T21:17:16Z
BU2-PLCELK028,"10.20.242.112, 10.19.216.163",RHEL 8.10,7.30.20393.0,"VMware, Inc.",2026-06-25T21:51:21Z
BU2-PWCRDP060.BU2.LOCAL,10.20.16.239,Windows 11,7.33.19970.0,Microsoft Corporation,2026-06-25T15:16:55Z
BU5-SLCWEB002.BU5.LOCAL,10.50.44.89,RHEL 8.10,7.34.20418.0,Dell Inc.,2026-06-26T03:20:10Z
BU1-DLCPRX017,10.10.23.247,RHEL 9.6,7.35.19275.0,"VMware, Inc.",2026-06-15T21:04:08Z
BU4-SWCCRM035,10.40.201.62,Windows Server 2025,7.39.20637.0,"VMware, Inc.",2026-06-24T19:19:07Z
BU4-PWCDNS099.BU4.LOCAL,10.40.129.167,Windows Server 2022,7.34.19447.0,"VMware, Inc.",2026-06-25T15:06:20Z
BU2-PWCSQL007,10.20.194.107,Windows Server 2019,7.31.19293.0,Dell Inc.,2026-06-26T00:51:49Z
BU2-PWCRDP085,10.20.114.112,Windows 11,7.32.19006.0,"VMware, Inc.",2026-06-25T14:44:19Z
BU5-SWCIDM013,10.50.245.219,Windows Server 2016,7.39.19816.0,Dell Inc.,2026-06-25T19:46:43Z
BU4-PLCPGS048.BU4.LOCAL,10.40.81.76,RHEL 10.0,7.36.20137.0,Microsoft Corporation,2026-06-25T06:12:14Z
BU1-PWCSAP038,"10.10.226.70, 10.11.17.85",Windows Server 2016,7.38.19236.0,Dell Inc.,2026-06-14T10:54:50Z
BU5-PWCSHP013.BU5.LOCAL,10.50.244.218,Windows Server 2025,7.38.19483.0,"VMware, Inc.",2026-06-25T08:40:58Z
BU2-PLCJMP028,10.20.220.46,RHEL 10.0,7.30.20324.0,"VMware, Inc.",2026-06-25T02:30:21Z
BU1-PWCSHP085,10.10.140.87,Windows Server 2025,7.39.20418.0,"VMware, Inc.",2026-06-25T07:29:43Z
BU4-PWCSHP038,10.40.188.14,Windows Server 2025,7.41.20164.0,"VMware, Inc.",2026-06-24T16:48:44Z
BU4-DLCPGS010,10.40.231.163,RHEL 9.6,7.39.19696.0,"VMware, Inc.",2026-06-25T12:21:03Z
BU5-DWCCRM010,"10.50.82.83, 10.20.28.62",Windows 11,7.31.20442.0,"VMware, Inc.",2026-06-25T21:27:47Z
BU3-DWCWEB007.BU3.LOCAL,10.30.73.5,Windows Server 2025,7.38.19518.0,Dell Inc.,2026-06-25T12:54:55Z
BU5-DWCERP002,10.50.159.105,Windows Server 2025,7.34.19855.0,"VMware, Inc.",2026-06-15T11:35:06Z
BU5-PWCRDP025,10.50.136.139,Windows Server 2022,7.41.20585.0,HPE,2026-04-23T18:05:21Z
BU2-PWCIDM060.BU2.LOCAL,10.20.126.70,Windows 11,7.39.19863.0,"VMware, Inc.",2026-06-25T18:15:35Z
BU4-DWCCRM009.BU4.LOCAL,10.40.6.167,Windows Server 2019,7.34.19363.0,"VMware, Inc.",2026-06-25T23:03:46Z
BU5-PWCDNS010,10.50.66.178,Windows Server 2016,7.35.19440.0,Microsoft Corporation,2026-06-25T00:24:49Z
BU2-DWCADC012,10.20.113.183,Windows Server 2019,7.31.19799.0,"VMware, Inc.",2026-06-25T22:31:29Z
BU4-PLCNGX004,10.40.3.169,RHEL 10.0,7.34.19498.0,Dell Inc.,2026-04-01T10:46:12Z
BU2-DWCFIL013.BU2.LOCAL,10.20.163.43,Windows Server 2016,7.32.19952.0,"VMware, Inc.",2026-06-26T03:08:06Z
BU2-PLCLOG035,10.20.122.168,RHEL 9.6,7.40.19091.0,"VMware, Inc.",2026-06-25T08:26:26Z
BU2-PWCSHP069,"10.20.95.101, 10.8.35.206",Windows Server 2016,7.37.20240.0,Microsoft Corporation,2026-04-14T03:41:09Z
BU1-PWCADC129,10.10.196.236,Windows Server 2019,7.34.19502.0,"VMware, Inc.",2026-06-25T01:16:53Z
BU2-PLCDKR004,"10.20.152.165, 10.1.144.60",RHEL 9.6,7.33.19049.0,"VMware, Inc.",2026-06-25T14:55:33Z
BU1-SWCEXC031,"10.10.185.136, 10.9.212.179",Windows Server 2022,7.33.19989.0,Dell Inc.,2026-06-25T07:16:46Z
BU2-PLCDKR005,10.20.49.134,RHEL 9.6,7.30.20834.0,"VMware, Inc.",2026-06-25T00:13:22Z
BU2-PWCIIS004,10.20.116.181,Windows Server 2019,7.37.20184.0,"VMware, Inc.",2026-06-25T22:01:41Z
BU4-SWCCRM006,10.40.247.107,Windows Server 2025,7.35.20957.0,Microsoft Corporation,2026-06-25T17:28:44Z
BU2-DLCAPP004.BU2.LOCAL,10.20.144.184,RHEL 10.0,7.41.19029.0,Microsoft Corporation,2026-06-24T15:43:35Z
BU4-PLCAPI008,"10.40.213.254, 10.1.91.235",RHEL 8.10,7.34.19989.0,Microsoft Corporation,2026-06-15T10:14:23Z
BU2-SLCORA004,10.20.112.216,RHEL 10.0,7.36.20534.0,"VMware, Inc.",2026-06-25T13:18:03Z
BU4-PLCJMP015,10.40.199.249,RHEL 10.0,7.41.20463.0,"VMware, Inc.",2026-06-18T22:59:00Z
BU5-SWCSQL002,10.50.226.236,Windows Server 2025,7.38.20161.0,"VMware, Inc.",2026-06-25T21:25:18Z
BU2-PWCIDM059,10.20.35.212,Windows 11,7.34.19962.0,"VMware, Inc.",2026-06-25T10:21:35Z
BU5-PWCCRM064,10.50.201.190,Windows Server 2025,7.33.19122.0,"VMware, Inc.",2026-06-24T17:15:05Z
BU4-PWCAPP098.BU4.LOCAL,10.40.143.68,Windows Server 2022,7.30.19436.0,Dell Inc.,2026-06-25T17:46:14Z
BU2-SLCWEB005,10.20.219.83,RHEL 8.10,7.34.20825.0,Dell Inc.,2026-06-25T06:50:14Z
BU1-SWCSAP051,10.10.234.203,Windows Server 2016,7.40.19419.0,"VMware, Inc.",2026-06-25T15:23:56Z
BU1-PWCSAP169,10.10.132.180,Windows Server 2016,7.35.20203.0,Microsoft Corporation,2026-06-25T23:06:20Z
BU1-PWCERP115,10.10.220.25,Windows Server 2025,7.32.20831.0,"VMware, Inc.",2026-06-25T07:19:19Z
BU1-PWCSHP117,10.10.86.126,Windows Server 2025,7.38.20657.0,Dell Inc.,2026-06-25T16:20:59Z
BU5-PWCIDM017,10.50.0.202,Windows Server 2019,7.30.20373.0,"VMware, Inc.",2026-06-26T02:41:18Z
BU4-SWCIDM004,10.40.154.141,Windows Server 2025,7.32.19190.0,"VMware, Inc.",2026-06-25T18:58:48Z
BU3-PWCRDP034,10.30.91.166,Windows 11,7.39.19001.0,"VMware, Inc.",2026-06-25T21:56:04Z
BU2-PWCRDP065,"10.20.179.34, 10.4.54.86",Windows 11,7.34.19299.0,"VMware, Inc.",2026-06-25T21:03:04Z
BU1-PWCCRM039,10.10.156.136,Windows Server 2025,7.35.19941.0,HPE,2026-06-25T18:01:39Z
BU3-SLCNGX013,10.30.42.196,RHEL 8.10,7.31.19122.0,HPE,2026-06-25T10:17:13Z
BU2-PWCRDP089,10.20.28.146,Windows 11,7.36.19232.0,Microsoft Corporation,2026-06-25T15:43:59Z
BU4-SLCPRX006,10.40.78.224,RHEL 10.0,7.34.19751.0,"VMware, Inc.",2026-06-25T03:31:09Z
BU4-PLCDKR015.BU4.LOCAL,10.40.196.11,RHEL 9.6,7.38.20017.0,"VMware, Inc.",2026-06-25T01:36:07Z
BU2-SLCFTP005.BU2.LOCAL,10.20.87.174,RHEL 10.0,7.30.19096.0,Microsoft Corporation,2026-06-25T03:31:51Z
BU1-SWCRDP033.BU1.LOCAL,10.10.155.111,Windows Server 2022,7.33.19814.0,"VMware, Inc.",2026-06-24T21:03:36Z
BU2-SWCSHP005,10.20.79.173,Windows Server 2022,7.35.19525.0,Microsoft Corporation,2026-06-25T12:08:25Z
BU1-PWCRDP110,10.10.200.210,Windows 11,7.34.19744.0,Dell Inc.,2026-05-17T08:42:57Z
BU3-PLCBAK014,10.30.53.131,RHEL 8.10,7.40.19300.0,"VMware, Inc.",2026-06-25T02:24:17Z
BU3-PWCWEB024,10.30.92.77,Windows Server 2019,7.34.20274.0,Dell Inc.,2026-06-25T01:16:26Z
BU2-PWCWEB030,10.20.16.90,Windows Server 2016,7.39.20983.0,"VMware, Inc.",2026-06-25T19:38:08Z
BU1-DWCRDP003,"10.10.119.55, 10.10.82.122",Windows Server 2022,7.37.19842.0,"VMware, Inc.",2026-06-25T15:04:10Z
BU2-DWCFIL009,10.20.79.147,Windows Server 2016,7.39.20861.0,Dell Inc.,2026-06-25T15:24:09Z
BU1-PLCSMT002,"10.10.6.40, 10.6.80.72",RHEL 10.0,7.32.20997.0,"VMware, Inc.",2026-06-25T03:52:51Z
BU5-DWCPRT008,"10.50.55.236, 10.1.254.29",Windows Server 2025,7.39.19558.0,HPE,2026-06-24T17:33:08Z
BU1-DLCAPP006,10.10.198.252,RHEL 9.6,7.33.19587.0,Microsoft Corporation,2026-06-24T18:57:29Z
BU5-DLCSMT005,10.50.118.35,RHEL 10.0,7.30.20270.0,"VMware, Inc.",2026-06-22T01:20:09Z
BU4-SWCADC047.BU4.LOCAL,10.40.41.164,Windows Server 2019,7.35.20092.0,"VMware, Inc.",2026-06-25T13:59:08Z
BU2-PLCDKR039,10.20.183.21,RHEL 9.6,7.35.19344.0,"VMware, Inc.",2026-06-26T03:08:34Z
BU1-DWCIDM003,10.10.163.157,Windows Server 2016,7.40.20208.0,"VMware, Inc.",2026-06-20T12:32:54Z
BU1-PLCAPI026,"10.10.23.6, 10.17.86.133",RHEL 9.6,7.31.20631.0,Microsoft Corporation,2026-06-16T06:35:58Z
BU2-SLCPRX012.BU2.LOCAL,10.20.205.128,RHEL 10.0,7.33.20162.0,"VMware, Inc.",2026-06-25T18:58:25Z
BU1-PWCSHP139,"10.10.146.89, 10.8.244.110",Windows Server 2025,7.30.20964.0,Microsoft Corporation,2026-03-30T11:08:17Z
BU5-SWCRDP012,10.50.179.82,Windows 11,7.30.20072.0,Dell Inc.,2026-06-25T15:08:58Z
BU4-DLCJMP009,10.40.101.29,RHEL 9.6,7.35.19276.0,Dell Inc.,2026-06-24T23:20:20Z
BU4-PWCFIL098,10.40.254.91,Windows Server 2022,7.37.20786.0,"VMware, Inc.",2026-06-25T15:49:29Z
BU1-DWCSAP039,"10.10.23.82, 10.20.119.27",Windows Server 2016,7.41.19133.0,"VMware, Inc.",2026-06-26T02:25:15Z
BU5-SWCSAP015,10.50.68.161,Windows Server 2025,7.39.19744.0,"VMware, Inc.",2026-06-24T18:31:35Z
BU5-PWCEXC009,10.50.76.1,Windows Server 2016,7.30.19925.0,"VMware, Inc.",2026-06-25T10:56:15Z
BU4-SWCERP033,10.40.155.209,Windows Server 2022,7.37.20056.0,"VMware, Inc.",2026-06-19T13:29:10Z
BU5-PWCADC047,10.50.76.238,Windows Server 2022,7.38.19666.0,Dell Inc.,2026-06-25T00:35:33Z
BU5-PLCBAK004,10.50.175.45,RHEL 8.10,7.39.20282.0,Microsoft Corporation,2026-06-25T08:14:01Z
BU2-PWCIIS047,10.20.231.35,Windows Server 2019,7.32.20448.0,"VMware, Inc.",2026-06-25T02:16:49Z
